ars_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_beds,n_days_since,d_free_parking,d_cloth_storage,d_sound_system,d_children,d_barbecue,d_cooking,d_amendities,d_ac,d_baby_utilities,d_bath,d_location,d_bike,d_security,d_mandatory_cleaning,d_coffee_maker,d_fridge,d_office,d_laundry,d_wifi,d_eletric_car_charger,d_videogame,d_garden_balcony_backyard,d_luggage_storage,d_paid_parking,d_pets,d_swimming_pool,d_self_checkin,d_sauna,d_smoking,d_instant_bookable,f_neighbourhood_cleansed,f_property_type,price,id,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,ln_n_minimum_nights,f_minimum_nights,ln_n_reviews_per_month
3665,NA,2,1,100,2,0.09,2,1,641,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Retiro,Entire apartment,"$3,665.00",31031768,8.206583614320753,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,6.46302945692067,41.77074976102429,269.965586143162,410881,263374721,4.605170185988092,0.6931471805599453,2,-2.4079456086518722
2166,100,2,1,96,10,0.42,3,1,713,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Recoleta,Entire apartment,"$2,166.00",31033043,7.680637427560936,4,0.6931471805599453,0.4804530139182014,0,1,2.3978952727983707,1,6.569481420414296,43.15808613316864,283.52624499249123,508369,362467097,4.564348191467836,1.0986122886681098,3,-0.8675005677047231
1749,100,2,1,95,25,1.15,3,1,650,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$1,749.00",31034276,7.466799475018602,4,0.6931471805599453,0.4804530139182014,0,1,3.258096538021482,1,6.476972362889683,41.95117098963676,271.7165750907367,422500,274625000,4.553876891600541,1.0986122886681098,3,0.13976194237515863
6497,100,4,1,100,1,0.04,2,2,698,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Recoleta,Entire apartment,"$6,497.00",31035001,8.77909581088053,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,0.6931471805599453,1,6.548219102762372,42.87917341778205,280.78222248498093,487204,340068392,4.605170185988092,0.6931471805599453,2,-3.2188758248682006
1500,NA,2,1,100,1,0.05,5,1,584,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,Colegiales,Entire apartment,"$1,500.00",31035032,7.313220387090301,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,6.369900982828227,40.57563853103601,258.4627997577292,341056,199176704,4.605170185988092,1.6094379124341003,3,-2.995732273553991
1760,NA,4,1,98,8,0.35,4,4,685,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,Palermo,Entire apartment,"$1,760.00",31037353,7.473069088032197,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,1,2.1972245773362196,1,6.529418838262226,42.63331036545363,278.37073983767317,469225,321419125,4.584967478670572,1.3862943611198906,3,-1.0498221244986778
916,95,3,1,94,58,2.47,2,2,704,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,Monserrat,Entire apartment,$916.00,31037980,6.82001636467413,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,4.07753744390572,2,6.556778356158042,42.991342411782554,281.88470342775514,495616,348913664,4.543294782270004,0.6931471805599453,2,0.9042181506398859
6664,93,2,1,NA,0,NA,6,1,NA,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,Puerto Madero,Entire apartment,"$6,664.00",31038204,8.804475183846678,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1.791759469228055,3,NA
2749,NA,2,1,98,50,2.14,3,1,699,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,Recoleta,Entire apartment,"$2,749.00",31039266,7.918992488165245,4,0.6931471805599453,0.4804530139182014,0,1,3.9318256327243257,1,6.54965074223381,42.8979248452439,280.9664253029419,488601,341532099,4.584967478670572,1.0986122886681098,3,0.7608058290337602
1666,NA,3,1,NA,0,NA,7,3,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,San Cristobal,Entire apartment,"$1,666.00",31042903,7.418180822726788,9,1.0986122886681098,1.206948960812582,1.0986122886681098,1,0,0,NA,NA,NA,NA,NA,NA,1.9459101490553132,3,NA
2666,NA,3,1,100,9,0.37,2,1,724,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,San Nicolas,Entire apartment,"$2,666.00",31044397,7.888334500738654,9,1.0986122886681098,1.206948960812582,0,1,2.302585092994046,1,6.584791392385716,43.35947768123702,285.5131154137501,524176,379503424,4.605170185988092,0.6931471805599453,2,-0.9942522733438669
1583,100,5,1,97,39,2.05,1,3,571,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Balvanera,Entire apartment,"$1,583.00",31044475,7.367077059881012,25,1.6094379124341003,2.5902903939802346,1.0986122886681098,1,3.6888794541139363,1,6.3473892096560105,40.289349778857556,255.7321840503772,326041,186169411,4.574710978503383,0,1,0.7178397931503168
6497,100,3,1,NA,0,NA,3,2,NA,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Recoleta,Entire apartment,"$6,497.00",31049903,8.77909581088053,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,1.0986122886681098,3,NA
2082,NA,2,1,40,1,0.04,7,2,719,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Balvanera,Entire apartment,"$2,082.00",31051845,7.641084249174914,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1,0.6931471805599453,1,6.577861357721047,43.26826004139978,284.6126157421493,516961,371694959,3.6888794541139363,1.9459101490553132,3,-3.2188758248682006
1827,0,3,1,95,5,0.2,7,2,731,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,Colegiales,Entire apartment,"$1,827.00",31052468,7.510430556378006,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,1.791759469228055,1,6.594413459749778,43.48628887812904,286.7665686925012,534361,390617891,4.553876891600541,1.9459101490553132,3,-1.6094379124341003
3748,NA,2,1.5,98,27,1.13,2,1,713,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,Constitucion,Entire apartment,"$3,748.00",31054248,8.228977643358313,4,0.6931471805599453,0.4804530139182014,0,1,3.332204510175204,1,6.569481420414296,43.15808613316864,283.52624499249123,508369,362467097,4.584967478670572,0.6931471805599453,2,0.12221763272424911
1999,NA,3,1,100,2,0.1,4,2,625,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Recoleta,Entire apartment,"$1,999.00",31065693,7.6004023345004,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,1.0986122886681098,1,6.437751649736401,41.444646303683754,266.8103401142817,390625,244140625,4.605170185988092,1.3862943611198906,3,-2.3025850929940455
2332,NA,3,1,95,4,0.17,3,2,700,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,San Nicolas,Entire apartment,"$2,332.00",31067560,7.754481547470383,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,1.6094379124341003,1,6.551080335043404,42.9166535561924,281.1504451578426,490000,343000000,4.553876891600541,1.0986122886681098,3,-1.7719568419318752
2499,100,3,1.5,100,1,0.05,3,2,567,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Chacarita,Entire apartment,"$2,499.00",31068164,7.823645930834952,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,0.6931471805599453,1,6.340359303727752,40.20015610036706,254.88343374227023,321489,182284263,4.605170185988092,1.0986122886681098,3,-2.995732273553991
2499,NA,4,2.5,94,36,1.55,3,3,698,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,Palermo,Entire apartment,"$2,499.00",31070740,7.823645930834952,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,2,3.6109179126442243,1,6.548219102762372,42.87917341778205,280.78222248498093,487204,340068392,4.543294782270004,1.0986122886681098,3,0.4382549309311553
1535,100,2,1,97,46,2.01,8,1,687,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,Palermo,Entire apartment,"$1,535.00",31070759,7.336285660021297,4,0.6931471805599453,0.4804530139182014,0,1,3.8501476017100584,1,6.532334292222349,42.67139130534406,278.7437927207376,471969,324242703,4.574710978503383,2.0794415416798357,3,0.6981347220709843
1000,NA,2,1,NA,0,NA,15,1,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,San Nicolas,Entire apartment,"$1,000.00",31071163,6.907755278982137,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,2.70805020110221,3,NA
1999,NA,2,1,NA,0,NA,2,1,NA,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,San Nicolas,Entire apartment,"$1,999.00",31071649,7.6004023345004,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,0.6931471805599453,2,NA
5414,NA,3,1,NA,0,NA,6,2,NA,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Palermo,Entire apartment,"$5,414.00",31072870,8.596743470174246,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,1.791759469228055,3,NA
4060,NA,2,1,NA,0,NA,3,2,NA,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,San Nicolas,Entire apartment,"$4,060.00",31073198,8.308938252595778,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,1.0986122886681098,3,NA
3553,100,4,1.5,100,11,0.61,15,3,544,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,Palermo,Entire apartment,"$3,553.00",31073300,8.175547596021026,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,2.4849066497880004,1,6.298949246855942,39.67676161446704,249.92190768912994,295936,160989184,4.605170185988092,2.70805020110221,3,-0.4942963218147801
1499,100,4,1,96,5,0.21,4,2,712,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,Belgrano,Entire apartment,"$1,499.00",31075481,7.312553498102598,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,1.791759469228055,1,6.568077911411976,43.1396474503779,283.3445655249271,506944,360944128,4.564348191467836,1.3862943611198906,3,-1.5606477482646683
1666,0,3,1,73,3,0.13,3,1,716,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Monserrat,Entire apartment,"$1,666.00",31082248,7.418180822726788,9,1.0986122886681098,1.206948960812582,0,1,1.3862943611198906,1,6.573680166960646,43.21327093749174,284.07022211128634,512656,367061696,4.290459441148391,1.0986122886681098,3,-2.0402208285265546
2332,100,2,1,93,16,0.74,5,1,650,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Palermo,Entire apartment,"$2,332.00",31082663,7.754481547470383,4,0.6931471805599453,0.4804530139182014,0,1,2.833213344056216,1,6.476972362889683,41.95117098963676,271.7165750907367,422500,274625000,4.532599493153256,1.6094379124341003,3,-0.3011050927839216
1249,NA,3,1,98,9,0.38,2,1,712,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$1,249.00",31084456,7.130098510125578,9,1.0986122886681098,1.206948960812582,0,1,2.302585092994046,1,6.568077911411976,43.1396474503779,283.3445655249271,506944,360944128,4.584967478670572,0.6931471805599453,2,-0.9675840262617056
2082,100,3,1,99,48,1.98,3,1,726,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,Retiro,Entire apartment,"$2,082.00",31085143,7.641084249174914,9,1.0986122886681098,1.206948960812582,0,1,3.8918202981106265,1,6.587550014824796,43.395815197818166,285.87210304972115,527076,382657176,4.59511985013459,1.0986122886681098,3,0.6830968447064438
2915,NA,2,1,93,19,0.93,1,1,612,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Recoleta,Entire apartment,"$2,915.00",31085676,7.977625098784593,4,0.6931471805599453,0.4804530139182014,0,1,2.995732273553991,1,6.416732282512326,41.174453185435844,264.2054429697787,374544,229220928,4.532599493153256,0,1,-0.07257069283483537
1904,100,3,1,97,19,0.83,1,2,689,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$1,904.00",31086254,7.55171221535131,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,2.995732273553991,1,6.535241271013659,42.70937847036022,279.1160928388403,474721,327082769,4.574710978503383,0,1,-0.18632957819149348
1015,100,4,1,86,27,1.14,1,2,710,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,Colegiales,Entire apartment,"$1,015.00",31086815,6.922643891475888,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,3.332204510175204,1,6.565264970035361,43.10270412677342,282.9806735173041,504100,357911000,4.454347296253507,0,1,0.131028262406404
3165,NA,2,1,90,2,0.08,2,1,720,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,Palermo,Entire apartment,"$3,165.00",31088127,8.059908334578276,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,6.579251212010101,43.286546510736386,284.79306359449396,518400,373248000,4.499809670330265,0.6931471805599453,2,-2.5257286443082556
1916,98,3,1,93,3,0.27,5,2,330,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Recoleta,Entire apartment,"$1,916.00",31096398,7.557994958530806,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,1.3862943611198906,1,5.799092654460526,33.62947561501802,195.0204450124104,108900,35937000,4.532599493153256,1.6094379124341003,3,-1.3093333199837622
2915,NA,2,1,100,1,0.1,2,2,297,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,Retiro,Entire apartment,"$2,915.00",31096966,7.977625098784593,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1,0.6931471805599453,1,5.6937321388027,32.418585668434766,184.58274311489564,88209,26198073,4.605170185988092,0.6931471805599453,2,-2.3025850929940455
1630,NA,2,1,100,5,0.21,6,1,701,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Villa Crespo,Entire apartment,"$1,630.00",31098778,7.396335293800808,4,0.6931471805599453,0.4804530139182014,0,1,1.791759469228055,1,6.55250788703459,42.93535960965051,281.33428247490133,491401,344472101,4.605170185988092,1.791759469228055,3,-1.5606477482646683
2082,100,2,1.5,93,3,0.31,3,1,291,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,Palermo,Entire apartment,"$2,082.00",31099658,7.641084249174914,4,0.6931471805599453,0.4804530139182014,0,1,1.3862943611198906,1,5.673323267171493,32.186596893829424,182.60496904883215,84681,24642171,4.532599493153256,1.0986122886681098,3,-1.171182981502945
1166,NA,2,1.5,92,18,0.78,3,2,690,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$1,166.00",31104568,7.061334366910438,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1,2.9444389791664403,1,6.536691597591305,42.72833704202076,279.3019617216264,476100,328509000,4.5217885770490405,1.0986122886681098,3,-0.2484613592984996
1200,NA,2,1,100,2,0.09,7,1,692,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Monserrat,Entire apartment,"$1,200.00",31105210,7.090076835776092,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,6.539585955617669,42.76618447091187,279.67313934132966,478864,331373888,4.605170185988092,1.9459101490553132,3,-2.4079456086518722
1833,0,2,1,20,1,0.07,15,1,460,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,Belgrano,Entire apartment,"$1,833.00",31105777,7.513709247839705,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,6.131226489483141,37.59193826533976,230.48468768346606,211600,97336000,2.995732273553991,2.70805020110221,3,-2.659260036932778
2416,NA,3,1,NA,0,NA,6,3,NA,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,Belgrano,Entire apartment,"$2,416.00",31115806,7.789868559054706,9,1.0986122886681098,1.206948960812582,1.0986122886681098,1,0,0,NA,NA,NA,NA,NA,NA,1.791759469228055,3,NA
4094,100,4,1,97,6,0.27,14,2,673,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Almagro,Entire apartment,"$4,094.00",31116836,8.317277766221235,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,1.9459101490553132,1,6.511745329644728,42.402827238149925,276.116412231755,452929,304821217,4.574710978503383,2.6390573296152584,3,-1.3093333199837622
2082,NA,2,1,NA,1,0.04,3,1,678,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,Retiro,Entire apartment,"$2,082.00",31118793,7.641084249174914,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,6.519147287940395,42.49928136186061,277.0590748295894,459684,311665752,NA,1.0986122886681098,3,-3.2188758248682006
2416,NA,2,1,NA,0,NA,4,1,NA,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Belgrano,Entire apartment,"$2,416.00",31118947,7.789868559054706,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1.3862943611198906,3,NA
1249,NA,4,1,93,20,0.95,3,3,631,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,San Nicolas,Entire apartment,"$1,249.00",31121069,7.130098510125578,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,3.044522437723423,1,6.447305862541213,41.56775288515829,268.00001686914544,398161,251239591,4.532599493153256,1.0986122886681098,3,-0.05129329438755058
4983,NA,2,1,95,33,1.51,2,1,655,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,Palermo,Entire apartment,"$4,983.00",31123641,8.513787398281405,4,0.6931471805599453,0.4804530139182014,0,1,3.5263605246161616,1,6.484635235635252,42.050494139242254,272.682115971204,429025,281011375,4.553876891600541,0.6931471805599453,2,0.412109650826833
4581,98,2,1,NA,0,NA,5,1,NA,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,Chacarita,Entire apartment,"$4,581.00",31133725,8.429672593886743,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1.6094379124341003,3,NA
2749,NA,3,1,100,1,0.04,1,1,714,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,Balvanera,Entire apartment,"$2,749.00",31138879,7.918992488165245,9,1.0986122886681098,1.206948960812582,0,1,0.6931471805599453,1,6.570882962339584,43.176502904764625,283.70774731032344,509796,363994344,4.605170185988092,0,1,-3.2188758248682006
1700,0,4,1,NA,0,NA,5,4,NA,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Almagro,Entire apartment,"$1,700.00",31141597,7.438383530044307,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,1,0,0,NA,NA,NA,NA,NA,NA,1.6094379124341003,3,NA
2500,50,3,1,100,2,0.09,4,2,684,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Villa Del Parque,Entire apartment,"$2,500.00",31143208,7.824046010856292,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,1.0986122886681098,1,6.52795791762255,42.61423457425094,278.18392999240604,467856,320013504,4.605170185988092,1.3862943611198906,3,-2.4079456086518722
4000,NA,2,1,NA,0,NA,1,1,NA,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,Palermo,Entire apartment,"$4,000.00",31143766,8.294049640102028,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,NA
1523,100,2,1,98,18,0.77,2,1,696,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,San Nicolas,Entire apartment,"$1,523.00",31144208,7.328437352895162,4,0.6931471805599453,0.4804530139182014,0,1,2.9444389791664403,1,6.54534966033442,42.841602176039906,280.41326625112515,484416,337153536,4.584967478670572,0.6931471805599453,2,-0.2613647641344075
2166,NA,2,1,99,28,1.34,3,1,625,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$2,166.00",31144705,7.680637427560936,4,0.6931471805599453,0.4804530139182014,0,1,3.367295829986474,1,6.437751649736401,41.444646303683754,266.8103401142817,390625,244140625,4.59511985013459,1.0986122886681098,3,0.29266961396282004
2082,100,2,1,100,3,0.13,3,1,692,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,Palermo,Entire apartment,"$2,082.00",31146281,7.641084249174914,4,0.6931471805599453,0.4804530139182014,0,1,1.3862943611198906,1,6.539585955617669,42.76618447091187,279.67313934132966,478864,331373888,4.605170185988092,1.0986122886681098,3,-2.0402208285265546
2582,NA,2,1,80,2,0.08,2,2,712,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Parque Chas,Entire apartment,"$2,582.00",31148012,7.856319571406588,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1,1.0986122886681098,1,6.568077911411976,43.1396474503779,283.3445655249271,506944,360944128,4.382026634673881,0.6931471805599453,2,-2.5257286443082556
2666,NA,2,1,99,17,0.71,2,1,721,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,San Nicolas,Entire apartment,"$2,666.00",31148356,7.888334500738654,4,0.6931471805599453,0.4804530139182014,0,1,2.8903717578961645,1,6.580639137284949,43.3048114551664,284.9733370946136,519841,374805361,4.59511985013459,0.6931471805599453,2,-0.342490308946776
4939,100,4,2,96,47,1.95,1,4,723,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,Palermo,Entire apartment,"$4,939.00",31150946,8.504918160540624,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,2,3.871201010907891,1,6.583409222158765,43.34127698640507,285.3333626124366,522729,377933067,4.564348191467836,0,1,0.6678293725756554
1599,NA,2,1,93,6,0.26,20,2,693,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Balvanera,Entire apartment,"$1,599.00",31150992,7.377133712833954,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1,1.9459101490553132,1,6.541029999189903,42.785073450302264,279.8584489559706,480249,332812557,4.532599493153256,2.995732273553991,3,-1.3470736479666092
2999,NA,3,1,100,15,0.63,2,2,713,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,Recoleta,Entire apartment,"$2,999.00",31153283,8.00603417874901,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,2.772588722239781,1,6.569481420414296,43.15808613316864,283.52624499249123,508369,362467097,4.605170185988092,0.6931471805599453,2,-0.4620354595965587
6090,NA,2,1,NA,0,NA,10,1,NA,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Villa Ortuzar,Entire apartment,"$6,090.00",31165824,8.714403360703942,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,2.302585092994046,3,NA
1800,100,2,1,100,27,1.14,5,1,709,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,Recoleta,Entire apartment,"$1,800.00",31167381,7.495541943884256,4,0.6931471805599453,0.4804530139182014,0,1,3.332204510175204,1,6.5638555265321274,43.08419937318635,282.79846016190123,502681,356400829,4.605170185988092,1.6094379124341003,3,0.131028262406404
3927,NA,2,1,100,1,0.04,4,1,706,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Recoleta,Entire apartment,"$3,927.00",31168485,8.27563105457801,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,6.559615237493242,43.02855206395352,282.2507457659808,498436,351895816,4.605170185988092,1.3862943611198906,3,-3.2188758248682006
1833,100,4,1,93,21,0.91,2,3,690,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Nuñez,Entire apartment,"$1,833.00",31169512,7.513709247839705,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,3.091042453358316,1,6.536691597591305,42.72833704202076,279.3019617216264,476100,328509000,4.532599493153256,0.6931471805599453,2,-0.09431067947124129
