ars_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_beds,n_days_since,d_free_parking,d_cloth_storage,d_sound_system,d_children,d_barbecue,d_cooking,d_amendities,d_ac,d_baby_utilities,d_bath,d_location,d_bike,d_security,d_mandatory_cleaning,d_coffee_maker,d_fridge,d_office,d_laundry,d_wifi,d_eletric_car_charger,d_videogame,d_garden_balcony_backyard,d_luggage_storage,d_paid_parking,d_pets,d_swimming_pool,d_self_checkin,d_sauna,d_smoking,d_instant_bookable,f_neighbourhood_cleansed,f_property_type,price,id,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,ln_n_minimum_nights,f_minimum_nights,ln_n_reviews_per_month
4624,100,3,1,NA,0,NA,1,2,NA,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,Recoleta,Entire serviced apartment,"$4,624.00",8219896,8.439015410352214,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,0,1,NA
2082,NA,3,1,100,7,0.11,2,2,1923,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$2,082.00",8250752,7.641084249174914,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,2.0794415416798357,1,7.56164174558878,57.17842588863093,432.36277214652586,3697929,7111117467,4.605170185988092,0.6931471805599453,2,-2.2072749131897207
5900,100,4,1,100,3,0.06,1,2,1431,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,Recoleta,Entire serviced apartment,"$5,900.00",8265297,8.68270762989381,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,1.3862943611198906,1,7.266128779556451,52.796627441098515,383.62709411328575,2047761,2930345991,4.605170185988092,0,1,-2.8134107167600364
3500,100,2,1,100,24,0.47,2,1,1517,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Saavedra,Entire apartment,"$3,500.00",8269746,8.160518247477505,4,0.6931471805599453,0.4804530139182014,0,1,3.2188758248682006,1,7.324489979348532,53.64815345757706,392.94536241057546,2301289,3491055413,4.605170185988092,0.6931471805599453,2,-0.7550225842780328
1333,89,3,1,97,46,0.72,5,2,1918,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$1,333.00",8274766,7.195187320178709,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,3.8501476017100584,1,7.559038255443384,57.139059347256556,431.9163354859622,3678724,7055792632,4.574710978503383,1.6094379124341003,3,-0.3285040669720361
3498,100,3,1,90,2,0.03,3,2,1820,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Belgrano,Entire apartment,"$3,498.00",8282599,8.159946655578548,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,1.0986122886681098,1,7.506591780070841,56.348920152627116,422.9883408335789,3312400,6028568000,4.499809670330265,1.0986122886681098,3,-3.506557897319982
1666,100,2,1,93,66,1.02,2,1,1931,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Chacarita,Entire apartment,"$1,666.00",8291764,7.418180822726788,4,0.6931471805599453,0.4804530139182014,0,1,4.204692619390966,2,7.565793282428515,57.241227992440436,433.0752982231649,3728761,7200237491,4.532599493153256,0.6931471805599453,2,0.01980262729617973
3677,91,2,1,NA,0,NA,3,1,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Recoleta,Entire apartment,"$3,677.00",8319846,8.209852481301272,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1.0986122886681098,3,NA
4581,NA,2,1,100,1,0.02,1,1,1731,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$4,581.00",8324992,8.429672593886743,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,7.456454555176209,55.598714533408035,414.569288244572,2996361,5186700891,4.605170185988092,0,1,-3.912023005428146
2915,29,2,1,100,2,0.07,7,1,881,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,Palermo,Entire apartment,"$2,915.00",8367200,7.977625098784593,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,6.78105762593618,45.982742526267224,311.8116268692042,776161,683797841,4.605170185988092,1.9459101490553132,3,-2.659260036932778
3332,NA,4,1,NA,0,NA,15,2,NA,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Almagro,Entire apartment,"$3,332.00",8368579,8.111328003286733,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,2.70805020110221,3,NA
833,100,2,1,97,92,1.46,1,2,1895,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,San Nicolas,Entire apartment,$833.00,8372495,6.725033642166843,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1,4.532599493153256,2,7.546974117516527,56.95681833046436,429.8516337561054,3591025,6804992375,4.574710978503383,0,1,0.37843643572024505
3498,NA,2,1,90,2,0.03,3,2,1764,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,Monserrat,Entire apartment,"$3,498.00",8402552,8.159946655578548,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1,1.0986122886681098,1,7.475339236566737,55.88069670175416,417.72716462130836,3111696,5489031744,4.499809670330265,1.0986122886681098,3,-3.506557897319982
4581,NA,3,1,94,11,0.18,3,1,1837,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Nuñez,Entire apartment,"$4,581.00",8420861,8.429672593886743,9,1.0986122886681098,1.206948960812582,0,1,2.4849066497880004,1,7.515889085215125,56.48858874125585,424.5619675596109,3374569,6199083253,4.543294782270004,1.0986122886681098,3,-1.7147984280919266
4129,100,5,2,99,36,0.58,3,4,1850,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,San Nicolas,Entire apartment,"$4,129.00",8422643,8.32579052588609,25,1.6094379124341003,2.5902903939802346,1.3862943611198906,2,3.6109179126442243,1,7.52294091807237,56.594640056807556,425.7581334269352,3422500,6331625000,4.59511985013459,1.0986122886681098,3,-0.5447271754416722
3249,100,2,1,90,106,1.67,1,1,1907,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,Palermo,Entire serviced apartment,"$3,249.00",8439685,8.0861025356691,4,0.6931471805599453,0.4804530139182014,0,1,4.672828834461906,2,7.553286605600419,57.0521385463427,430.93115390294963,3636649,6935089643,4.499809670330265,0,1,0.5128236264286637
5414,100,4,1,85,9,0.14,2,3,1908,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Chacarita,Entire apartment,"$5,414.00",8444272,8.596743470174246,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,2.302585092994046,1,7.553810852008231,57.06005838791732,431.0208882668732,3640464,6946005312,4.442651256490317,0.6931471805599453,2,-1.9661128563728327
4748,100,4,1,89,9,0.14,1,4,1874,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Villa Crespo,Entire apartment,"$4,748.00",8444391,8.465478755729558,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,1,2.302585092994046,1,7.535830462798367,56.78874076403986,427.95032259361096,3511876,6581255624,4.48863636973214,0,1,-1.9661128563728327
3500,100,3,1.5,96,10,0.24,4,2,1263,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$3,500.00",8459974,8.160518247477505,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,2.3978952727983707,1,7.141245122350491,50.997381897494684,364.1848047281291,1595169,2014698447,4.564348191467836,1.3862943611198906,3,-1.4271163556401458
1300,NA,2,1,70,8,0.13,2,1,1839,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Almagro,Entire apartment,"$1,300.00",8463520,7.170119543449628,4,0.6931471805599453,0.4804530139182014,0,1,2.1972245773362196,1,7.516977224604321,56.504946595220076,424.7463966337528,3381921,6219352719,4.248495242049359,0.6931471805599453,2,-2.0402208285265546
6664,NA,4,1,NA,0,NA,5,3,NA,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Palermo,Entire apartment,"$6,664.00",8467775,8.804475183846678,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,0,0,NA,NA,NA,NA,NA,NA,1.6094379124341003,3,NA
3332,NA,3,1.5,NA,0,NA,5,2,NA,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,Palermo,Entire apartment,"$3,332.00",8468305,8.111328003286733,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,1.6094379124341003,3,NA
3748,100,3,2,94,11,0.22,7,2,1474,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Belgrano,Entire apartment,"$3,748.00",8473334,8.228977643358313,9,1.0986122886681098,1.206948960812582,0.6931471805599453,2,2.4849066497880004,1,7.295735072749282,53.22775025174397,388.3355643551879,2172676,3202524424,4.543294782270004,1.9459101490553132,3,-1.5141277326297755
3332,NA,2,1,100,5,0.18,3,1,816,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$3,332.00",8473799,8.111328003286733,4,0.6931471805599453,0.4804530139182014,0,1,1.791759469228055,1,6.704414354964107,44.94917184304878,301.3578729482847,665856,543338496,4.605170185988092,1.0986122886681098,3,-1.7147984280919266
1749,100,2,1,94,89,1.42,5,1,1884,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,Palermo,Entire apartment,"$1,749.00",8477292,7.466799475018602,4,0.6931471805599453,0.4804530139182014,0,1,4.499809670330265,2,7.5411524551363085,56.86898035160837,428.85765079963,3549456,6687175104,4.543294782270004,1.6094379124341003,3,0.35065687161316933
4165,NA,2,1,88,10,0.16,7,1,1861,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Recoleta,Entire apartment,"$4,165.00",8479127,8.334471554600944,4,0.6931471805599453,0.4804530139182014,0,1,2.3978952727983707,1,7.528869256642251,56.683872283612835,426.76546338352847,3463321,6445240381,4.477336814478207,1.9459101490553132,3,-1.8325814637483102
1583,100,3,1,100,1,0.17,3,1,177,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,Balvanera,Entire apartment,"$1,583.00",8498961,7.367077059881012,9,1.0986122886681098,1.206948960812582,0,1,0.6931471805599453,1,5.176149732573829,26.79252605402412,138.68212656951428,31329,5545233,4.605170185988092,1.0986122886681098,3,-1.7719568419318752
1285,NA,4,1,93,97,2.35,2,3,1235,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,San Telmo,Entire apartment,"$1,285.00",8503251,7.158513997329321,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,4.584967478670572,2,7.118826249062078,50.677687164335254,360.76564962722614,1525225,1883652875,4.532599493153256,0.6931471805599453,2,0.8544153281560676
4165,100,3,1,92,18,0.3,4,1,1804,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Palermo,Entire apartment,"$4,165.00",8517275,8.334471554600944,9,1.0986122886681098,1.206948960812582,0,1,2.9444389791664403,1,7.4977617006225685,56.21643051932263,421.4973996934869,3254416,5870966464,4.5217885770490405,1.3862943611198906,3,-1.2039728043259361
3332,NA,4,1,100,1,0.08,3,2,359,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,Palermo,Entire apartment,"$3,332.00",8538483,8.111328003286733,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,0.6931471805599453,1,5.883322388488279,34.61348232688742,203.64227551732014,128881,46268279,4.605170185988092,1.0986122886681098,3,-2.5257286443082556
3000,NA,2,1,100,5,0.09,7,1,1731,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Villa Pueyrredon,Entire apartment,"$3,000.00",8548086,8.006367567650246,4,0.6931471805599453,0.4804530139182014,0,1,1.791759469228055,1,7.456454555176209,55.598714533408035,414.569288244572,2996361,5186700891,4.605170185988092,1.9459101490553132,3,-2.4079456086518722
3998,100,4,2,98,51,0.81,5,2,1881,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,Palermo,Entire apartment,"$3,998.00",8554678,8.293549515060345,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,2,3.9512437185814275,2,7.53955882930103,56.84494734049112,428.5858246221519,3538161,6655280841,4.584967478670572,1.6094379124341003,3,-0.21072103131565253
2082,100,3,1,97,39,0.63,7,2,1854,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,Palermo,Entire apartment,"$2,082.00",8554858,7.641084249174914,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,3.6888794541139363,1,7.5251007461258,56.627141239343075,426.1249427911517,3437316,6372783864,4.574710978503383,1.9459101490553132,3,-0.4620354595965587
3165,100,4,1.5,97,58,0.92,3,4,1898,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Monserrat,Entire apartment,"$3,165.00",8581407,8.059908334578276,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,1,4.07753744390572,2,7.5485559791698735,56.98069737066125,430.12198383457405,3602404,6837362792,4.574710978503383,1.0986122886681098,3,-0.08338160893905101
2249,71,2,1,91,211,3.33,3,1,1900,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,Palermo,Entire apartment,"$2,249.00",8626845,7.718240951959316,4,0.6931471805599453,0.4804530139182014,0,1,5.356586274672012,2,7.549609165154532,56.99659854658531,430.30204276993396,3610000,6859000000,4.51085950651685,1.0986122886681098,3,1.2029723039923526
2249,93,5,1,96,61,0.98,6,4,1875,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,Palermo,Entire apartment,"$2,249.00",8627660,7.718240951959316,25,1.6094379124341003,2.5902903939802346,1.3862943611198906,1,4.127134385045092,2,7.536363938404511,56.79678141208395,428.04121525147315,3515625,6591796875,4.564348191467836,1.791759469228055,3,-0.020202707317519466
2332,98,2,1,89,28,0.45,2,1,1861,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,Palermo,Entire apartment,"$2,332.00",8667888,7.754481547470383,4,0.6931471805599453,0.4804530139182014,0,1,3.367295829986474,1,7.528869256642251,56.683872283612835,426.76546338352847,3463321,6445240381,4.48863636973214,0.6931471805599453,2,-0.7985076962177716
2082,100,4,1,91,92,1.47,3,4,1880,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,Palermo,Entire apartment,"$2,082.00",8681434,7.641084249174914,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,1,4.532599493153256,2,7.539027055823995,56.836928948446214,428.4951451122821,3534400,6644672000,4.51085950651685,1.0986122886681098,3,0.3852624007906449
2499,NA,3,1,95,27,0.49,3,2,1642,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Recoleta,Entire apartment,"$2,499.00",8682999,7.823645930834952,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,3.332204510175204,1,7.403670290012373,54.8143337632119,405.8272543495141,2696164,4427101288,4.553876891600541,1.0986122886681098,3,-0.7133498878774648
3332,43,3,1,NA,0,NA,3,2,NA,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,Recoleta,Entire apartment,"$3,332.00",8685913,8.111328003286733,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,1.0986122886681098,3,NA
2332,100,3,1,99,64,1.74,1,2,1101,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,Palermo,Entire apartment,"$2,332.00",8686863,7.754481547470383,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,4.174387269895637,2,7.00397413672268,49.055653707880204,343.584529830017,1212201,1334633301,4.59511985013459,0,1,0.5538851132264376
3332,NA,2,1,NA,0,NA,1,2,NA,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,Recoleta,Entire apartment,"$3,332.00",8716766,8.111328003286733,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,0,1,NA
2132,NA,2,1,93,3,0.06,4,1,1476,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Balvanera,Entire apartment,"$2,132.00",8717487,7.664815785285735,4,0.6931471805599453,0.4804530139182014,0,1,1.3862943611198906,1,7.297091005160418,53.24753713759308,388.5521242936758,2178576,3215578176,4.532599493153256,1.3862943611198906,3,-2.8134107167600364
5583,NA,5,2,98,9,0.35,3,4,761,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Recoleta,Entire apartment,"$5,583.00",8722046,8.62748154531036,25,1.6094379124341003,2.5902903939802346,1.3862943611198906,2,2.302585092994046,1,6.634633357861686,44.01835979325103,292.0456782426609,579121,440711081,4.584967478670572,1.0986122886681098,3,-1.0498221244986778
1200,100,2,1,95,37,0.62,3,1,1778,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Recoleta,Entire apartment,"$1,200.00",8740692,7.090076835776092,4,0.6931471805599453,0.4804530139182014,0,1,3.6375861597263857,1,7.48324441607385,55.99894699070046,419.0538073741747,3161284,5620762952,4.553876891600541,1.0986122886681098,3,-0.4780358009429998
4082,100,4,1,93,55,0.87,1,2,1902,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,Palermo,Entire apartment,"$4,082.00",8741088,8.31434234336979,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,4.02535169073515,2,7.550661243105336,57.012485208133015,430.4819624341662,3617604,6880682808,4.532599493153256,0,1,-0.13926206733350766
2538,NA,2,1,100,3,0.3,2,1,303,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Palermo,Entire apartment,"$2,538.00",8741640,7.839131648274333,4,0.6931471805599453,0.4804530139182014,0,1,1.3862943611198906,1,5.713732805509369,32.646742572753965,186.53476403096366,91809,27818127,4.605170185988092,0.6931471805599453,2,-1.2039728043259361
6247,NA,5,1.5,NA,0,NA,2,4,NA,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,Palermo,Entire apartment,"$6,247.00",8768749,8.73985662749357,25,1.6094379124341003,2.5902903939802346,1.3862943611198906,1,0,0,NA,NA,NA,NA,NA,NA,0.6931471805599453,2,NA
3724,100,3,1,95,44,0.7,1,2,1895,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,Palermo,Entire serviced apartment,"$3,724.00",8768778,8.222553638396958,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,3.8066624897703196,1,7.546974117516527,56.95681833046436,429.8516337561054,3591025,6804992375,4.553876891600541,0,1,-0.35667494393873245
3249,100,2,1,92,101,1.62,1,1,1867,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,Palermo,Entire serviced apartment,"$3,249.00",8769462,8.0861025356691,4,0.6931471805599453,0.4804530139182014,0,1,4.624972813284271,2,7.532088143541722,56.73235180208179,427.3130743636981,3485689,6507781363,4.5217885770490405,0,1,0.4824261492442928
5355,NA,3,1,NA,0,NA,1,1,NA,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$5,355.00",8810198,8.585785982881848,9,1.0986122886681098,1.206948960812582,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,NA
1333,100,2,1,96,59,0.96,2,1,1847,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Palermo,Entire apartment,"$1,333.00",8814907,7.195187320178709,4,0.6931471805599453,0.4804530139182014,0,1,4.0943445622221,2,7.52131798019924,56.57022415926837,425.48264411300664,3411409,6300872423,4.564348191467836,0.6931471805599453,2,-0.040821994520255166
2082,100,3,1.5,100,10,0.16,3,2,1841,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Palermo,Entire apartment,"$2,082.00",8823094,7.641084249174914,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,2.3978952727983707,1,7.518064181233078,56.521289033139794,424.93067855717027,3389281,6239666321,4.605170185988092,1.0986122886681098,3,-1.8325814637483102
1499,100,2,1,90,50,0.79,1,1,1891,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Villa Crespo,Entire apartment,"$1,499.00",8829792,7.312553498102598,4,0.6931471805599453,0.4804530139182014,0,1,3.9318256327243257,1,7.544861068658458,56.92492854535804,429.4906772180364,3575881,6761990971,4.499809670330265,0,1,-0.23572233352106983
2538,100,6,2.5,94,88,1.4,7,4,1879,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,Palermo,Entire apartment,"$2,538.00",8844039,7.839131648274333,36,1.791759469228055,3.210401995568401,1.3862943611198906,2,4.48863636973214,2,7.538494999413465,56.82890685618182,428.4044301574602,3530641,6634074439,4.543294782270004,1.9459101490553132,3,0.3364722366212129
1416,86,2,1,98,15,0.25,14,1,1825,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$1,416.00",8847469,7.255591274253665,4,0.6931471805599453,0.4804530139182014,0,1,2.772588722239781,1,7.509335266016592,56.39011613744048,423.4522877656531,3330625,6078390625,4.584967478670572,2.6390573296152584,3,-1.3862943611198906
3332,NA,2,1,87,13,0.34,3,1,1141,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,Palermo,Entire apartment,"$3,332.00",8855175,8.111328003286733,4,0.6931471805599453,0.4804530139182014,0,1,2.6390573296152584,1,7.039660349862076,49.55681784142024,348.8631656235836,1301881,1485446221,4.465908118654584,1.0986122886681098,3,-1.0788096613719298
5831,100,4,1.5,100,2,0.09,3,3,674,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Palermo,Entire apartment,"$5,831.00",8858181,8.670943791222156,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,1.0986122886681098,1,6.513230110912307,42.422166477694745,276.3053320726561,454276,306182024,4.605170185988092,1.0986122886681098,3,-2.4079456086518722
2499,NA,2,1,89,7,0.11,1,1,1870,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$2,499.00",8877859,7.823645930834952,4,0.6931471805599453,0.4804530139182014,0,1,2.0794415416798357,1,7.533693709848633,56.756540913812856,427.58639527515845,3496900,6539203000,4.48863636973214,0,1,-2.2072749131897207
5075,100,4,1,98,72,1.33,3,2,1622,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,Palermo,Entire apartment,"$5,075.00",8877872,8.532081803909987,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,4.290459441148391,2,7.3914152346753585,54.633019171390984,403.81533021973024,2630884,4267293848,4.584967478670572,1.0986122886681098,3,0.28517894223366247
2416,99,3,1,97,240,3.86,1,1,1864,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,Palermo,Entire apartment,"$2,416.00",8878205,7.789868559054706,9,1.0986122886681098,1.206948960812582,0,1,5.484796933490655,2,7.530479995245536,56.70812895879321,427.03943069199636,3474496,6476460544,4.574710978503383,0,1,1.3506671834767394
4581,NA,3,1,NA,0,NA,1,2,NA,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Nuñez,Entire apartment,"$4,581.00",8881731,8.429672593886743,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,0,1,NA
629,NA,3,1,NA,0,NA,3,2,NA,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,Paternal,Entire apartment,$629.00,8888199,6.444131256700441,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,1.0986122886681098,3,NA
2249,NA,2,1,100,2,0.03,10,1,1728,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Nuñez,Entire apartment,"$2,249.00",8895241,7.718240951959316,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,7.454719949364001,55.572849523445605,414.28002998543366,2985984,5159780352,4.605170185988092,2.302585092994046,3,-3.506557897319982
